Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FO","Forestry Production and Trade","008","Albania","5516","Production","1619","Wood chips and particles","2020","2020","m3","16554","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1620","Wood residues","2020","2020","m3","14253","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1619","Wood chips and particles","2020","2020","m3","1655327","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1620","Wood residues","2020","2020","m3","4664234","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","036","Australia","5516","Production","1619","Wood chips and particles","2020","2020","m3","14858293","A","Official figure",""
"FO","Forestry Production and Trade","036","Australia","5516","Production","1620","Wood residues","2020","2020","m3","2577000","I","Imputed value",""
"FO","Forestry Production and Trade","040","Austria","5516","Production","1619","Wood chips and particles","2020","2020","m3","3805000","A","Official figure",""
"FO","Forestry Production and Trade","040","Austria","5516","Production","1620","Wood residues","2020","2020","m3","3374000","A","Official figure",""
"FO","Forestry Production and Trade","031","Azerbaijan","5516","Production","1619","Wood chips and particles","2020","2020","m3","100","E","Estimated value",""
"FO","Forestry Production and Trade","031","Azerbaijan","5516","Production","1620","Wood residues","2020","2020","m3","100","E","Estimated value",""
"FO","Forestry Production and Trade","112","Belarus","5516","Production","1619","Wood chips and particles","2020","2020","m3","8853000","A","Official figure",""
"FO","Forestry Production and Trade","112","Belarus","5516","Production","1620","Wood residues","2020","2020","m3","396000","A","Official figure",""
"FO","Forestry Production and Trade","056","Belgium","5516","Production","1619","Wood chips and particles","2020","2020","m3","864000","E","Estimated value",""
"FO","Forestry Production and Trade","056","Belgium","5516","Production","1620","Wood residues","2020","2020","m3","478940","E","Estimated value",""
"FO","Forestry Production and Trade","064","Bhutan","5516","Production","1619","Wood chips and particles","2020","2020","m3","3121","I","Imputed value",""
"FO","Forestry Production and Trade","064","Bhutan","5516","Production","1620","Wood residues","2020","2020","m3","300","I","Imputed value",""
"FO","Forestry Production and Trade","068","Bolivia (Plurinational State of)","5516","Production","1620","Wood residues","2020","2020","m3","402000","I","Imputed value",""
"FO","Forestry Production and Trade","070","Bosnia and Herzegovina","5516","Production","1619","Wood chips and particles","2020","2020","m3","180000","A","Official figure",""
"FO","Forestry Production and Trade","070","Bosnia and Herzegovina","5516","Production","1620","Wood residues","2020","2020","m3","87000","A","Official figure",""
"FO","Forestry Production and Trade","076","Brazil","5516","Production","1619","Wood chips and particles","2020","2020","m3","11788000","I","Imputed value",""
"FO","Forestry Production and Trade","076","Brazil","5516","Production","1620","Wood residues","2020","2020","m3","19140000","I","Imputed value",""
"FO","Forestry Production and Trade","100","Bulgaria","5516","Production","1619","Wood chips and particles","2020","2020","m3","93369","E","Estimated value",""
"FO","Forestry Production and Trade","100","Bulgaria","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","120","Cameroon","5516","Production","1620","Wood residues","2020","2020","m3","16000","I","Imputed value",""
"FO","Forestry Production and Trade","124","Canada","5516","Production","1619","Wood chips and particles","2020","2020","m3","13582900","A","Official figure",""
"FO","Forestry Production and Trade","124","Canada","5516","Production","1620","Wood residues","2020","2020","m3","8774000","E","Estimated value",""
"FO","Forestry Production and Trade","152","Chile","5516","Production","1619","Wood chips and particles","2020","2020","m3","10691800","A","Official figure",""
"FO","Forestry Production and Trade","152","Chile","5516","Production","1620","Wood residues","2020","2020","m3","3993733","A","Official figure",""
"FO","Forestry Production and Trade","159","China","5516","Production","1619","Wood chips and particles","2020","2020","m3","44381000","E","Estimated value",""
"FO","Forestry Production and Trade","159","China","5516","Production","1620","Wood residues","2020","2020","m3","104000000","E","Estimated value",""
"FO","Forestry Production and Trade","170","Colombia","5516","Production","1619","Wood chips and particles","2020","2020","m3","80070","A","Official figure",""
"FO","Forestry Production and Trade","170","Colombia","5516","Production","1620","Wood residues","2020","2020","m3","241864","A","Official figure",""
"FO","Forestry Production and Trade","188","Costa Rica","5516","Production","1619","Wood chips and particles","2020","2020","m3","134946","A","Official figure",""
"FO","Forestry Production and Trade","188","Costa Rica","5516","Production","1620","Wood residues","2020","2020","m3","108123","A","Official figure",""
"FO","Forestry Production and Trade","384","Côte d'Ivoire","5516","Production","1620","Wood residues","2020","2020","m3","69200","I","Imputed value",""
"FO","Forestry Production and Trade","191","Croatia","5516","Production","1619","Wood chips and particles","2020","2020","m3","449173","A","Official figure",""
"FO","Forestry Production and Trade","191","Croatia","5516","Production","1620","Wood residues","2020","2020","m3","126236","I","Imputed value",""
"FO","Forestry Production and Trade","192","Cuba","5516","Production","1619","Wood chips and particles","2020","2020","m3","500","I","Imputed value",""
"FO","Forestry Production and Trade","192","Cuba","5516","Production","1620","Wood residues","2020","2020","m3","600","I","Imputed value",""
"FO","Forestry Production and Trade","196","Cyprus","5516","Production","1619","Wood chips and particles","2020","2020","m3","2268","A","Official figure",""
"FO","Forestry Production and Trade","196","Cyprus","5516","Production","1620","Wood residues","2020","2020","m3","5291","A","Official figure",""
"FO","Forestry Production and Trade","203","Czechia","5516","Production","1619","Wood chips and particles","2020","2020","m3","1011006","E","Estimated value",""
"FO","Forestry Production and Trade","203","Czechia","5516","Production","1620","Wood residues","2020","2020","m3","665002","E","Estimated value",""
"FO","Forestry Production and Trade","208","Denmark","5516","Production","1619","Wood chips and particles","2020","2020","m3","168030","E","Estimated value",""
"FO","Forestry Production and Trade","208","Denmark","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","218","Ecuador","5516","Production","1619","Wood chips and particles","2020","2020","m3","200000","I","Imputed value",""
"FO","Forestry Production and Trade","218","Ecuador","5516","Production","1620","Wood residues","2020","2020","m3","158000","I","Imputed value",""
"FO","Forestry Production and Trade","818","Egypt","5516","Production","1619","Wood chips and particles","2020","2020","m3","6750","I","Imputed value",""
"FO","Forestry Production and Trade","222","El Salvador","5516","Production","1620","Wood residues","2020","2020","m3","457000","I","Imputed value",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1619","Wood chips and particles","2020","2020","m3","2366000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1620","Wood residues","2020","2020","m3","1477000","A","Official figure",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1619","Wood chips and particles","2020","2020","m3","22500","I","Imputed value",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1620","Wood residues","2020","2020","m3","1000","I","Imputed value",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1619","Wood chips and particles","2020","2020","m3","400400","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1619","Wood chips and particles","2020","2020","m3","8541000","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1620","Wood residues","2020","2020","m3","4504000","A","Official figure",""
"FO","Forestry Production and Trade","250","France","5516","Production","1619","Wood chips and particles","2020","2020","m3","5752055","E","Estimated value",""
"FO","Forestry Production and Trade","250","France","5516","Production","1620","Wood residues","2020","2020","m3","7652060","E","Estimated value",""
"FO","Forestry Production and Trade","268","Georgia","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","268","Georgia","5516","Production","1620","Wood residues","2020","2020","m3","120800","E","Estimated value",""
"FO","Forestry Production and Trade","276","Germany","5516","Production","1619","Wood chips and particles","2020","2020","m3","11707400","E","Estimated value",""
"FO","Forestry Production and Trade","276","Germany","5516","Production","1620","Wood residues","2020","2020","m3","4407594","E","Estimated value",""
"FO","Forestry Production and Trade","300","Greece","5516","Production","1619","Wood chips and particles","2020","2020","m3","2500","E","Estimated value",""
"FO","Forestry Production and Trade","300","Greece","5516","Production","1620","Wood residues","2020","2020","m3","4500","E","Estimated value",""
"FO","Forestry Production and Trade","320","Guatemala","5516","Production","1619","Wood chips and particles","2020","2020","m3","88100","A","Official figure",""
"FO","Forestry Production and Trade","320","Guatemala","5516","Production","1620","Wood residues","2020","2020","m3","150000","E","Estimated value",""
"FO","Forestry Production and Trade","328","Guyana","5516","Production","1619","Wood chips and particles","2020","2020","m3","17503","I","Imputed value",""
"FO","Forestry Production and Trade","340","Honduras","5516","Production","1619","Wood chips and particles","2020","2020","m3","683","A","Official figure",""
"FO","Forestry Production and Trade","340","Honduras","5516","Production","1620","Wood residues","2020","2020","m3","208000","I","Imputed value",""
"FO","Forestry Production and Trade","348","Hungary","5516","Production","1619","Wood chips and particles","2020","2020","m3","805288","A","Official figure",""
"FO","Forestry Production and Trade","348","Hungary","5516","Production","1620","Wood residues","2020","2020","m3","20000","I","Imputed value",""
"FO","Forestry Production and Trade","352","Iceland","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","352","Iceland","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","360","Indonesia","5516","Production","1619","Wood chips and particles","2020","2020","m3","1788000","I","Imputed value",""
"FO","Forestry Production and Trade","360","Indonesia","5516","Production","1620","Wood residues","2020","2020","m3","388000","I","Imputed value",""
"FO","Forestry Production and Trade","372","Ireland","5516","Production","1619","Wood chips and particles","2020","2020","m3","655000","E","Estimated value",""
"FO","Forestry Production and Trade","372","Ireland","5516","Production","1620","Wood residues","2020","2020","m3","230000","E","Estimated value",""
"FO","Forestry Production and Trade","376","Israel","5516","Production","1620","Wood residues","2020","2020","m3","10000","E","Estimated value",""
"FO","Forestry Production and Trade","380","Italy","5516","Production","1619","Wood chips and particles","2020","2020","m3","3500000","A","Official figure",""
"FO","Forestry Production and Trade","380","Italy","5516","Production","1620","Wood residues","2020","2020","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","392","Japan","5516","Production","1619","Wood chips and particles","2020","2020","m3","4314000","A","Official figure",""
"FO","Forestry Production and Trade","392","Japan","5516","Production","1620","Wood residues","2020","2020","m3","5531000","A","Official figure",""
"FO","Forestry Production and Trade","398","Kazakhstan","5516","Production","1619","Wood chips and particles","2020","2020","m3","92000","A","Official figure",""
"FO","Forestry Production and Trade","398","Kazakhstan","5516","Production","1620","Wood residues","2020","2020","m3","966","A","Official figure",""
"FO","Forestry Production and Trade","404","Kenya","5516","Production","1620","Wood residues","2020","2020","m3","34000","A","Official figure",""
"FO","Forestry Production and Trade","417","Kyrgyzstan","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","417","Kyrgyzstan","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","428","Latvia","5516","Production","1619","Wood chips and particles","2020","2020","m3","3551200","A","Official figure",""
"FO","Forestry Production and Trade","428","Latvia","5516","Production","1620","Wood residues","2020","2020","m3","386400","A","Official figure",""
"FO","Forestry Production and Trade","438","Liechtenstein","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","438","Liechtenstein","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","440","Lithuania","5516","Production","1619","Wood chips and particles","2020","2020","m3","998000","A","Official figure",""
"FO","Forestry Production and Trade","440","Lithuania","5516","Production","1620","Wood residues","2020","2020","m3","665000","A","Official figure",""
"FO","Forestry Production and Trade","442","Luxembourg","5516","Production","1619","Wood chips and particles","2020","2020","m3","422460","E","Estimated value",""
"FO","Forestry Production and Trade","442","Luxembourg","5516","Production","1620","Wood residues","2020","2020","m3","98500","E","Estimated value",""
"FO","Forestry Production and Trade","450","Madagascar","5516","Production","1619","Wood chips and particles","2020","2020","m3","1766","I","Imputed value",""
"FO","Forestry Production and Trade","450","Madagascar","5516","Production","1620","Wood residues","2020","2020","m3","3765","I","Imputed value",""
"FO","Forestry Production and Trade","454","Malawi","5516","Production","1620","Wood residues","2020","2020","m3","6500","I","Imputed value",""
"FO","Forestry Production and Trade","458","Malaysia","5516","Production","1619","Wood chips and particles","2020","2020","m3","1269000","A","Official figure",""
"FO","Forestry Production and Trade","458","Malaysia","5516","Production","1620","Wood residues","2020","2020","m3","1404000","I","Imputed value",""
"FO","Forestry Production and Trade","466","Mali","5516","Production","1620","Wood residues","2020","2020","m3","643000","I","Imputed value",""
"FO","Forestry Production and Trade","470","Malta","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","470","Malta","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","480","Mauritius","5516","Production","1619","Wood chips and particles","2020","2020","m3","320","I","Imputed value",""
"FO","Forestry Production and Trade","480","Mauritius","5516","Production","1620","Wood residues","2020","2020","m3","200","I","Imputed value",""
"FO","Forestry Production and Trade","484","Mexico","5516","Production","1619","Wood chips and particles","2020","2020","m3","449000","I","Imputed value",""
"FO","Forestry Production and Trade","499","Montenegro","5516","Production","1619","Wood chips and particles","2020","2020","m3","70000","E","Estimated value",""
"FO","Forestry Production and Trade","499","Montenegro","5516","Production","1620","Wood residues","2020","2020","m3","125400","E","Estimated value",""
"FO","Forestry Production and Trade","528","Netherlands (Kingdom of the)","5516","Production","1619","Wood chips and particles","2020","2020","m3","83000","A","Official figure",""
"FO","Forestry Production and Trade","528","Netherlands (Kingdom of the)","5516","Production","1620","Wood residues","2020","2020","m3","889000","A","Official figure",""
"FO","Forestry Production and Trade","554","New Zealand","5516","Production","1619","Wood chips and particles","2020","2020","m3","1239000","I","Imputed value",""
"FO","Forestry Production and Trade","554","New Zealand","5516","Production","1620","Wood residues","2020","2020","m3","0","I","Imputed value",""
"FO","Forestry Production and Trade","558","Nicaragua","5516","Production","1620","Wood residues","2020","2020","m3","7177","I","Imputed value",""
"FO","Forestry Production and Trade","807","North Macedonia","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","807","North Macedonia","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","578","Norway","5516","Production","1619","Wood chips and particles","2020","2020","m3","1419045","E","Estimated value",""
"FO","Forestry Production and Trade","578","Norway","5516","Production","1620","Wood residues","2020","2020","m3","764101","E","Estimated value",""
"FO","Forestry Production and Trade","586","Pakistan","5516","Production","1620","Wood residues","2020","2020","m3","0","I","Imputed value",""
"FO","Forestry Production and Trade","591","Panama","5516","Production","1619","Wood chips and particles","2020","2020","m3","4000","I","Imputed value",""
"FO","Forestry Production and Trade","591","Panama","5516","Production","1620","Wood residues","2020","2020","m3","2000","I","Imputed value",""
"FO","Forestry Production and Trade","600","Paraguay","5516","Production","1619","Wood chips and particles","2020","2020","m3","31600","I","Imputed value",""
"FO","Forestry Production and Trade","616","Poland","5516","Production","1619","Wood chips and particles","2020","2020","m3","2780239","A","Official figure",""
"FO","Forestry Production and Trade","616","Poland","5516","Production","1620","Wood residues","2020","2020","m3","6900000","E","Estimated value",""
"FO","Forestry Production and Trade","620","Portugal","5516","Production","1619","Wood chips and particles","2020","2020","m3","1146714","A","Official figure",""
"FO","Forestry Production and Trade","620","Portugal","5516","Production","1620","Wood residues","2020","2020","m3","825000","A","Official figure",""
"FO","Forestry Production and Trade","410","Republic of Korea","5516","Production","1619","Wood chips and particles","2020","2020","m3","1874000","A","Official figure",""
"FO","Forestry Production and Trade","410","Republic of Korea","5516","Production","1620","Wood residues","2020","2020","m3","133000","A","Official figure",""
"FO","Forestry Production and Trade","498","Republic of Moldova","5516","Production","1619","Wood chips and particles","2020","2020","m3","100","A","Official figure",""
"FO","Forestry Production and Trade","498","Republic of Moldova","5516","Production","1620","Wood residues","2020","2020","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","642","Romania","5516","Production","1619","Wood chips and particles","2020","2020","m3","125705","A","Official figure",""
"FO","Forestry Production and Trade","642","Romania","5516","Production","1620","Wood residues","2020","2020","m3","2780556","A","Official figure",""
"FO","Forestry Production and Trade","643","Russian Federation","5516","Production","1619","Wood chips and particles","2020","2020","m3","14277790","E","Estimated value",""
"FO","Forestry Production and Trade","643","Russian Federation","5516","Production","1620","Wood residues","2020","2020","m3","10000000","E","Estimated value",""
"FO","Forestry Production and Trade","688","Serbia","5516","Production","1619","Wood chips and particles","2020","2020","m3","98000","A","Official figure",""
"FO","Forestry Production and Trade","688","Serbia","5516","Production","1620","Wood residues","2020","2020","m3","406000","A","Official figure",""
"FO","Forestry Production and Trade","690","Seychelles","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","I","Imputed value",""
"FO","Forestry Production and Trade","690","Seychelles","5516","Production","1620","Wood residues","2020","2020","m3","0","I","Imputed value",""
"FO","Forestry Production and Trade","703","Slovakia","5516","Production","1619","Wood chips and particles","2020","2020","m3","740000","A","Official figure",""
"FO","Forestry Production and Trade","703","Slovakia","5516","Production","1620","Wood residues","2020","2020","m3","395000","A","Official figure",""
"FO","Forestry Production and Trade","705","Slovenia","5516","Production","1619","Wood chips and particles","2020","2020","m3","594000","A","Official figure",""
"FO","Forestry Production and Trade","705","Slovenia","5516","Production","1620","Wood residues","2020","2020","m3","580000","A","Official figure",""
"FO","Forestry Production and Trade","710","South Africa","5516","Production","1619","Wood chips and particles","2020","2020","m3","1875920","A","Official figure",""
"FO","Forestry Production and Trade","710","South Africa","5516","Production","1620","Wood residues","2020","2020","m3","654716","A","Official figure",""
"FO","Forestry Production and Trade","724","Spain","5516","Production","1619","Wood chips and particles","2020","2020","m3","1835771","A","Official figure",""
"FO","Forestry Production and Trade","724","Spain","5516","Production","1620","Wood residues","2020","2020","m3","1396787","A","Official figure",""
"FO","Forestry Production and Trade","144","Sri Lanka","5516","Production","1620","Wood residues","2020","2020","m3","10000","E","Estimated value",""
"FO","Forestry Production and Trade","729","Sudan","5516","Production","1619","Wood chips and particles","2020","2020","m3","383000","I","Imputed value",""
"FO","Forestry Production and Trade","729","Sudan","5516","Production","1620","Wood residues","2020","2020","m3","106000","I","Imputed value",""
"FO","Forestry Production and Trade","740","Suriname","5516","Production","1620","Wood residues","2020","2020","m3","40400","I","Imputed value",""
"FO","Forestry Production and Trade","752","Sweden","5516","Production","1619","Wood chips and particles","2020","2020","m3","12400000","E","Estimated value",""
"FO","Forestry Production and Trade","752","Sweden","5516","Production","1620","Wood residues","2020","2020","m3","9600000","E","Estimated value",""
"FO","Forestry Production and Trade","756","Switzerland","5516","Production","1619","Wood chips and particles","2020","2020","m3","772043","E","Estimated value",""
"FO","Forestry Production and Trade","756","Switzerland","5516","Production","1620","Wood residues","2020","2020","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","764","Thailand","5516","Production","1619","Wood chips and particles","2020","2020","m3","1735970","A","Official figure",""
"FO","Forestry Production and Trade","764","Thailand","5516","Production","1620","Wood residues","2020","2020","m3","6000000","I","Imputed value",""
"FO","Forestry Production and Trade","788","Tunisia","5516","Production","1620","Wood residues","2020","2020","m3","15000","I","Imputed value",""
"FO","Forestry Production and Trade","792","Türkiye","5516","Production","1619","Wood chips and particles","2020","2020","m3","120000","A","Official figure",""
"FO","Forestry Production and Trade","792","Türkiye","5516","Production","1620","Wood residues","2020","2020","m3","830000","A","Official figure",""
"FO","Forestry Production and Trade","795","Turkmenistan","5516","Production","1619","Wood chips and particles","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","795","Turkmenistan","5516","Production","1620","Wood residues","2020","2020","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","804","Ukraine","5516","Production","1619","Wood chips and particles","2020","2020","m3","1027000","A","Official figure",""
"FO","Forestry Production and Trade","804","Ukraine","5516","Production","1620","Wood residues","2020","2020","m3","815800","E","Estimated value",""
"FO","Forestry Production and Trade","826","United Kingdom of Great Britain and Northern Ireland","5516","Production","1619","Wood chips and particles","2020","2020","m3","2281341","A","Official figure",""
"FO","Forestry Production and Trade","826","United Kingdom of Great Britain and Northern Ireland","5516","Production","1620","Wood residues","2020","2020","m3","760447","A","Official figure",""
"FO","Forestry Production and Trade","840","United States of America","5516","Production","1619","Wood chips and particles","2020","2020","m3","44259376","A","Official figure",""
"FO","Forestry Production and Trade","840","United States of America","5516","Production","1620","Wood residues","2020","2020","m3","13241628","A","Official figure",""
"FO","Forestry Production and Trade","858","Uruguay","5516","Production","1619","Wood chips and particles","2020","2020","m3","245812","A","Official figure",""
"FO","Forestry Production and Trade","858","Uruguay","5516","Production","1620","Wood residues","2020","2020","m3","1214","I","Imputed value",""
"FO","Forestry Production and Trade","860","Uzbekistan","5516","Production","1619","Wood chips and particles","2020","2020","m3","55","A","Official figure",""
"FO","Forestry Production and Trade","860","Uzbekistan","5516","Production","1620","Wood residues","2020","2020","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","862","Venezuela (Bolivarian Republic of)","5516","Production","1619","Wood chips and particles","2020","2020","m3","215000","I","Imputed value",""
"FO","Forestry Production and Trade","862","Venezuela (Bolivarian Republic of)","5516","Production","1620","Wood residues","2020","2020","m3","123000","I","Imputed value",""
"FO","Forestry Production and Trade","704","Viet Nam","5516","Production","1619","Wood chips and particles","2020","2020","m3","11600000","A","Official figure",""
"FO","Forestry Production and Trade","704","Viet Nam","5516","Production","1620","Wood residues","2020","2020","m3","650000","I","Imputed value",""
"FO","Forestry Production and Trade","887","Yemen","5516","Production","1619","Wood chips and particles","2020","2020","m3","350","I","Imputed value",""
"FO","Forestry Production and Trade","894","Zambia","5516","Production","1619","Wood chips and particles","2020","2020","m3","134000","I","Imputed value",""
"FO","Forestry Production and Trade","894","Zambia","5516","Production","1620","Wood residues","2020","2020","m3","67000","I","Imputed value",""
