ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
ABW,Aruba,total,Sanitation,2020,4.6721,4979.76046,Sewage treated
ALB,Albania,total,Sanitation,2020,9.28909,266304.29742,Faecal sludge treated
ALB,Albania,urban,Sanitation,2020,3.20696,57105.02119,Faecal sludge treated
ALB,Albania,total,Sanitation,2020,16.88907,484184.11489,Disposed insitu
ALB,Albania,urban,Sanitation,2020,5.83078,103826.12826,Disposed insitu
ALB,Albania,total,Sanitation,2020,26.41708,757337.81759,Sewage treated
ALB,Albania,rural,Sanitation,2020,10.47843,113815.89822,Sewage treated
ALB,Albania,urban,Sanitation,2020,36.13957,643521.88699,Sewage treated
AND,Andorra,total,Sanitation,2020,0,0,Faecal sludge treated
AND,Andorra,rural,Sanitation,2020,0,0,Faecal sludge treated
AND,Andorra,urban,Sanitation,2020,0,0,Faecal sludge treated
AND,Andorra,total,Sanitation,2020,0,0,Disposed insitu
AND,Andorra,rural,Sanitation,2020,0,0,Disposed insitu
AND,Andorra,urban,Sanitation,2020,0,0,Disposed insitu
AND,Andorra,total,Sanitation,2020,100,77699.99886,Sewage treated
AND,Andorra,rural,Sanitation,2020,100,9389.2686,Sewage treated
AND,Andorra,urban,Sanitation,2020,100,68310.734,Sewage treated
ARE,United Arab Emirates,total,Sanitation,2020,2.95738,274660.7154,Faecal sludge treated
ARE,United Arab Emirates,rural,Sanitation,2020,6.28875,75646.67493,Faecal sludge treated
ARE,United Arab Emirates,urban,Sanitation,2020,2.4617,199014.03955,Faecal sludge treated
ARE,United Arab Emirates,total,Sanitation,2020,2.95744,274666.00985,Disposed insitu
ARE,United Arab Emirates,rural,Sanitation,2020,6.28887,75648.13312,Disposed insitu
ARE,United Arab Emirates,urban,Sanitation,2020,2.46175,199017.8758,Disposed insitu
ARE,United Arab Emirates,total,Sanitation,2020,92.54676,8595085.14237,Sewage treated
ARE,United Arab Emirates,rural,Sanitation,2020,85.93887,1033749.77067,Sewage treated
ARE,United Arab Emirates,urban,Sanitation,2020,93.52996,7561335.41045,Sewage treated
ARG,Argentina,urban,Sanitation,2020,4.48114,1858918.79256,Faecal sludge treated
ARG,Argentina,urban,Sanitation,2020,12.09162,5015982.71268,Disposed insitu
ARG,Argentina,urban,Sanitation,2020,29.61567,12285510.97617,Sewage treated
ARM,Armenia,total,Sanitation,2020,0,0,Faecal sludge treated
ARM,Armenia,urban,Sanitation,2020,0,0,Faecal sludge treated
ARM,Armenia,total,Sanitation,2020,10.8295,303833.24344,Disposed insitu
ARM,Armenia,urban,Sanitation,2020,0,0,Disposed insitu
ARM,Armenia,total,Sanitation,2020,0,0,Sewage treated
ARM,Armenia,rural,Sanitation,2020,0,0,Sewage treated
ARM,Armenia,urban,Sanitation,2020,0,0,Sewage treated
ASM,American Samoa,total,Sanitation,2020,5.48474,2533.34486,Faecal sludge treated
ASM,American Samoa,total,Sanitation,2020,6.42616,2968.18032,Disposed insitu
ASM,American Samoa,total,Sanitation,2020,25.0775,11583.0473,Sewage treated
AUS,Australia,total,Sanitation,2020,1.5398,395268.61291,Faecal sludge treated
AUS,Australia,total,Sanitation,2020,1.56053,400589.43156,Disposed insitu
AUS,Australia,total,Sanitation,2020,92.51341,23748239.36603,Sewage treated
AUT,Austria,total,Sanitation,2020,0.81285,72406.59863,Faecal sludge treated
AUT,Austria,rural,Sanitation,2020,0.83932,30841.87771,Faecal sludge treated
AUT,Austria,urban,Sanitation,2020,0.79426,41564.72014,Faecal sludge treated
AUT,Austria,total,Sanitation,2020,6.28122,559517.07905,Disposed insitu
AUT,Austria,rural,Sanitation,2020,14.09534,517952.35993,Disposed insitu
AUT,Austria,urban,Sanitation,2020,0.79426,41564.72014,Disposed insitu
AUT,Austria,total,Sanitation,2020,92.57441,8246321.66231,Sewage treated
AUT,Austria,rural,Sanitation,2020,84.32809,3098750.32029,Sewage treated
AUT,Austria,urban,Sanitation,2020,98.36485,5147571.24212,Sewage treated
AZE,Azerbaijan,urban,Sanitation,2020,4.11455,238660.60103,Faecal sludge treated
AZE,Azerbaijan,urban,Sanitation,2020,4.45685,258515.2408,Disposed insitu
AZE,Azerbaijan,urban,Sanitation,2020,51.59581,2992765.68432,Sewage treated
BEL,Belgium,total,Sanitation,2020,5.45293,630452.49898,Faecal sludge treated
BEL,Belgium,total,Sanitation,2020,5.45293,630452.49898,Disposed insitu
BEL,Belgium,total,Sanitation,2020,83.15246,9613851.62015,Sewage treated
BEN,Benin,total,Sanitation,2020,0,0,Faecal sludge treated
BEN,Benin,rural,Sanitation,2020,0,0,Faecal sludge treated
BEN,Benin,urban,Sanitation,2020,0,0,Faecal sludge treated
BEN,Benin,total,Sanitation,2020,2.43373,307699.25403,Disposed insitu
BEN,Benin,rural,Sanitation,2020,1.73065,112872.11351,Disposed insitu
BEN,Benin,urban,Sanitation,2020,3.18284,194827.14016,Disposed insitu
BEN,Benin,total,Sanitation,2020,0.24682,31206.28964,Sewage treated
BEN,Benin,rural,Sanitation,2020,0.05328,3475.01936,Sewage treated
BEN,Benin,urban,Sanitation,2020,0.45304,27731.27038,Sewage treated
BFA,Burkina Faso,total,Sanitation,2020,0,0,Faecal sludge treated
BFA,Burkina Faso,rural,Sanitation,2020,0,0,Faecal sludge treated
BFA,Burkina Faso,urban,Sanitation,2020,0,0,Faecal sludge treated
BFA,Burkina Faso,total,Sanitation,2020,9.06722,1951504.14479,Disposed insitu
BFA,Burkina Faso,rural,Sanitation,2020,7.89767,1179532.41145,Disposed insitu
BFA,Burkina Faso,urban,Sanitation,2020,11.71886,771971.68991,Disposed insitu
BFA,Burkina Faso,total,Sanitation,2020,0.09286,19985.96633,Sewage treated
BFA,Burkina Faso,rural,Sanitation,2020,0.00129,192.33366,Sewage treated
BFA,Burkina Faso,urban,Sanitation,2020,0.30048,19793.63214,Sewage treated
BGD,Bangladesh,total,Sanitation,2020,0,0,Faecal sludge treated
BGD,Bangladesh,rural,Sanitation,2020,0,0,Faecal sludge treated
BGD,Bangladesh,urban,Sanitation,2020,0,0,Faecal sludge treated
BGD,Bangladesh,total,Sanitation,2020,25.94051,43429845.53175,Disposed insitu
BGD,Bangladesh,rural,Sanitation,2020,29.2736,30299543.90109,Disposed insitu
BGD,Bangladesh,urban,Sanitation,2020,20.54297,13130303.68399,Disposed insitu
BGD,Bangladesh,total,Sanitation,2020,3.088,5169966.36566,Sewage treated
BGD,Bangladesh,rural,Sanitation,2020,0.24624,254867.39572,Sewage treated
BGD,Bangladesh,urban,Sanitation,2020,7.6899,4915098.92848,Sewage treated
BGR,Bulgaria,total,Sanitation,2020,2.84557,198597.22838,Faecal sludge treated
BGR,Bulgaria,rural,Sanitation,2020,8.6854,147384.04634,Faecal sludge treated
BGR,Bulgaria,urban,Sanitation,2020,0.96953,51213.18363,Faecal sludge treated
BGR,Bulgaria,total,Sanitation,2020,2.89981,202383.12315,Disposed insitu
BGR,Bulgaria,rural,Sanitation,2020,8.85097,150193.65499,Disposed insitu
BGR,Bulgaria,urban,Sanitation,2020,0.98801,52189.46978,Disposed insitu
BGR,Bulgaria,total,Sanitation,2020,65.69708,4585114.40491,Sewage treated
BGR,Bulgaria,rural,Sanitation,2020,42.63956,723557.68559,Sewage treated
BGR,Bulgaria,urban,Sanitation,2020,73.10428,3861556.86329,Sewage treated
BHR,Bahrain,total,Sanitation,2020,7.69865,113745.21725,Faecal sludge treated
BHR,Bahrain,total,Sanitation,2020,0,0,Disposed insitu
BHR,Bahrain,total,Sanitation,2020,83.90686,1239697.88162,Sewage treated
BIH,Bosnia and Herzegovina,urban,Sanitation,2020,3.61309,58773.59112,Faecal sludge treated
BIH,Bosnia and Herzegovina,urban,Sanitation,2020,3.90956,63596.15198,Disposed insitu
BIH,Bosnia and Herzegovina,urban,Sanitation,2020,45.57331,741333.39194,Sewage treated
BLR,Belarus,total,Sanitation,2020,4.02137,387408.39097,Faecal sludge treated
BLR,Belarus,rural,Sanitation,2020,0,0,Faecal sludge treated
BLR,Belarus,urban,Sanitation,2020,5.05941,387408.38919,Faecal sludge treated
BLR,Belarus,total,Sanitation,2020,8.9913,866198.68123,Disposed insitu
BLR,Belarus,rural,Sanitation,2020,27.58599,545252.01078,Disposed insitu
BLR,Belarus,urban,Sanitation,2020,4.19144,320946.69677,Disposed insitu
BLR,Belarus,total,Sanitation,2020,62.08368,5980980.69168,Sewage treated
BLR,Belarus,rural,Sanitation,2020,22.1542,437889.8903,Sewage treated
BLR,Belarus,urban,Sanitation,2020,72.3907,5543090.79825,Sewage treated
BMU,Bermuda,total,Sanitation,2020,1.5,960.465,Sewage treated
BMU,Bermuda,urban,Sanitation,2020,1.5,960.465,Sewage treated
BRA,Brazil,total,Sanitation,2020,3.92134,8360149.35996,Faecal sludge treated
BRA,Brazil,urban,Sanitation,2020,2.87674,5340268.48427,Faecal sludge treated
BRA,Brazil,total,Sanitation,2020,7.21415,15380301.81779,Disposed insitu
BRA,Brazil,urban,Sanitation,2020,5.29238,9824578.19109,Disposed insitu
BRA,Brazil,total,Sanitation,2020,37.60403,80170402.90065,Sewage treated
BRA,Brazil,rural,Sanitation,2020,4.5905,1265137.69742,Sewage treated
BRA,Brazil,urban,Sanitation,2020,42.50527,78905262.67735,Sewage treated
BTN,Bhutan,total,Sanitation,2020,0,0,Faecal sludge treated
BTN,Bhutan,rural,Sanitation,2020,0,0,Faecal sludge treated
BTN,Bhutan,urban,Sanitation,2020,0,0,Faecal sludge treated
BTN,Bhutan,total,Sanitation,2020,42.13647,325506.75206,Disposed insitu
BTN,Bhutan,rural,Sanitation,2020,54.34484,242167.35232,Disposed insitu
BTN,Bhutan,urban,Sanitation,2020,25.49435,83339.41114,Disposed insitu
BTN,Bhutan,total,Sanitation,2020,7.93748,61317.49665,Sewage treated
BTN,Bhutan,rural,Sanitation,2020,2.46078,10965.53756,Sewage treated
BTN,Bhutan,urban,Sanitation,2020,15.40316,50351.96164,Sewage treated
BWA,Botswana,total,Sanitation,2020,0.68352,17405.16748,Sewage treated
BWA,Botswana,rural,Sanitation,2020,0.08451,626.68477,Sewage treated
BWA,Botswana,urban,Sanitation,2020,0.92965,16778.48334,Sewage treated
CAF,Central African Republic,total,Sanitation,2020,0,0,Faecal sludge treated
CAF,Central African Republic,rural,Sanitation,2020,0,0,Faecal sludge treated
CAF,Central African Republic,urban,Sanitation,2020,0,0,Faecal sludge treated
CAF,Central African Republic,total,Sanitation,2020,13.57299,725207.66769,Disposed insitu
CAF,Central African Republic,rural,Sanitation,2020,5.91239,182596.76284,Disposed insitu
CAF,Central African Republic,urban,Sanitation,2020,24.06633,542610.91078,Disposed insitu
CAF,Central African Republic,total,Sanitation,2020,0.03081,1646.43293,Sewage treated
CAF,Central African Republic,rural,Sanitation,2020,0.00516,159.42761,Sewage treated
CAF,Central African Republic,urban,Sanitation,2020,0.06595,1487.00535,Sewage treated
CAN,Canada,total,Sanitation,2020,11.67644,4424050.68089,Faecal sludge treated
CAN,Canada,rural,Sanitation,2020,27.80682,1942562.00975,Faecal sludge treated
CAN,Canada,urban,Sanitation,2020,8.02998,2481488.61832,Faecal sludge treated
CAN,Canada,total,Sanitation,2020,0.5611,212593.86531,Disposed insitu
CAN,Canada,rural,Sanitation,2020,1.73172,120976.45579,Disposed insitu
CAN,Canada,urban,Sanitation,2020,0.29647,91617.40451,Disposed insitu
CAN,Canada,total,Sanitation,2020,71.75798,27188169.73938,Sewage treated
CAN,Canada,rural,Sanitation,2020,54.0208,3773849.21397,Sewage treated
CAN,Canada,urban,Sanitation,2020,75.76767,23414320.93047,Sewage treated
CHE,Switzerland,total,Sanitation,2020,0.20571,17770.52559,Faecal sludge treated
CHE,Switzerland,rural,Sanitation,2020,0.78862,17770.5254,Faecal sludge treated
CHE,Switzerland,urban,Sanitation,2020,0,0,Faecal sludge treated
CHE,Switzerland,total,Sanitation,2020,0.20571,17770.52559,Disposed insitu
CHE,Switzerland,rural,Sanitation,2020,0.78862,17770.5254,Disposed insitu
CHE,Switzerland,urban,Sanitation,2020,0,0,Disposed insitu
CHE,Switzerland,total,Sanitation,2020,99.40324,8587060.90868,Sewage treated
CHE,Switzerland,rural,Sanitation,2020,97.99589,2208222.03829,Sewage treated
CHE,Switzerland,urban,Sanitation,2020,99.8999,6378838.87788,Sewage treated
CHL,Chile,total,Sanitation,2020,3.19889,617395.96579,Faecal sludge treated
CHL,Chile,urban,Sanitation,2020,0.37889,64151.73318,Faecal sludge treated
CHL,Chile,total,Sanitation,2020,3.19889,617395.96579,Disposed insitu
CHL,Chile,urban,Sanitation,2020,0.37889,64151.73318,Disposed insitu
CHL,Chile,total,Sanitation,2020,88.86506,17151237.19335,Sewage treated
CHL,Chile,rural,Sanitation,2020,20.10599,476256.22829,Sewage treated
CHL,Chile,urban,Sanitation,2020,98.48445,16674981.06728,Sewage treated
CHN,China,total,Sanitation,2020,2.88884,41852114.94382,Faecal sludge treated
CHN,China,rural,Sanitation,2020,0,0,Faecal sludge treated
CHN,China,urban,Sanitation,2020,4.70281,41852115.17896,Faecal sludge treated
CHN,China,total,Sanitation,2020,4.09252,59290418.13054,Disposed insitu
CHN,China,rural,Sanitation,2020,6.69016,37385417.49843,Disposed insitu
CHN,China,urban,Sanitation,2020,2.4614,21904999.21644,Disposed insitu
CHN,China,total,Sanitation,2020,57.62832,834890982.60345,Sewage treated
CHN,China,rural,Sanitation,2020,27.28818,152489711.4142,Sewage treated
CHN,China,urban,Sanitation,2020,76.67957,682401268.74695,Sewage treated
CIV,Côte d’Ivoire,total,Sanitation,2020,0,0,Faecal sludge treated
CIV,Côte d’Ivoire,rural,Sanitation,2020,0,0,Faecal sludge treated
CIV,Côte d’Ivoire,urban,Sanitation,2020,0,0,Faecal sludge treated
CIV,Côte d’Ivoire,total,Sanitation,2020,14.85929,3984040.48984,Disposed insitu
CIV,Côte d’Ivoire,rural,Sanitation,2020,13.06707,1691987.58004,Disposed insitu
CIV,Côte d’Ivoire,urban,Sanitation,2020,16.53324,2292052.91471,Disposed insitu
CIV,Côte d’Ivoire,total,Sanitation,2020,1.8327,491380.61274,Sewage treated
CIV,Côte d’Ivoire,rural,Sanitation,2020,0.26215,33944.84513,Sewage treated
CIV,Côte d’Ivoire,urban,Sanitation,2020,3.29962,457435.77628,Sewage treated
COD,Democratic Republic of the Congo,total,Sanitation,2020,0,0,Faecal sludge treated
COD,Democratic Republic of the Congo,rural,Sanitation,2020,0,0,Faecal sludge treated
COD,Democratic Republic of the Congo,urban,Sanitation,2020,0,0,Faecal sludge treated
COD,Democratic Republic of the Congo,total,Sanitation,2020,13.00227,12073020.85518,Disposed insitu
COD,Democratic Republic of the Congo,rural,Sanitation,2020,11.13962,5622929.50142,Disposed insitu
COD,Democratic Republic of the Congo,urban,Sanitation,2020,15.22098,6450091.3417,Disposed insitu
COD,Democratic Republic of the Congo,total,Sanitation,2020,0.07631,70857.60739,Sewage treated
COD,Democratic Republic of the Congo,rural,Sanitation,2020,0.03118,15736.16857,Sewage treated
COD,Democratic Republic of the Congo,urban,Sanitation,2020,0.13008,55121.43868,Sewage treated
COL,Colombia,total,Sanitation,2020,0.85298,434429.04667,Faecal sludge treated
COL,Colombia,urban,Sanitation,2020,0.31719,131539.91258,Faecal sludge treated
COL,Colombia,total,Sanitation,2020,5.27905,2688652.81108,Disposed insitu
COL,Colombia,urban,Sanitation,2020,1.96307,814091.8717,Disposed insitu
COL,Colombia,total,Sanitation,2020,12.04352,6133844.86614,Sewage treated
COL,Colombia,rural,Sanitation,2020,2.10335,198984.74241,Sewage treated
COL,Colombia,urban,Sanitation,2020,14.31111,5934859.98312,Sewage treated
CRI,Costa Rica,total,Sanitation,2020,0,0,Faecal sludge treated
CRI,Costa Rica,rural,Sanitation,2020,0,0,Faecal sludge treated
CRI,Costa Rica,urban,Sanitation,2020,0,0,Faecal sludge treated
CRI,Costa Rica,total,Sanitation,2020,20.99052,1075366.3184,Disposed insitu
CRI,Costa Rica,rural,Sanitation,2020,34.37543,338639.86355,Disposed insitu
CRI,Costa Rica,urban,Sanitation,2020,17.804,736726.46837,Disposed insitu
CRI,Costa Rica,total,Sanitation,2020,4.00718,205292.29353,Sewage treated
CRI,Costa Rica,rural,Sanitation,2020,0.9048,8913.36275,Sewage treated
CRI,Costa Rica,urban,Sanitation,2020,4.74576,196378.93498,Sewage treated
CUB,Cuba,total,Sanitation,2020,3.53151,399085.53534,Faecal sludge treated
CUB,Cuba,rural,Sanitation,2020,0,0,Faecal sludge treated
CUB,Cuba,urban,Sanitation,2020,4.57485,399085.5382,Faecal sludge treated
CUB,Cuba,total,Sanitation,2020,21.76348,2459425.37646,Disposed insitu
CUB,Cuba,rural,Sanitation,2020,48.01118,1237362.0455,Disposed insitu
CUB,Cuba,urban,Sanitation,2020,14.00893,1222063.33746,Disposed insitu
CUB,Cuba,total,Sanitation,2020,15.87496,1793980.96014,Sewage treated
CUB,Cuba,rural,Sanitation,2020,7.17268,184856.86306,Sewage treated
CUB,Cuba,urban,Sanitation,2020,18.44594,1609124.10827,Sewage treated
CYM,Cayman Islands,total,Sanitation,2020,13.30025,8952.53231,Sewage treated
CYM,Cayman Islands,urban,Sanitation,2020,13.30025,8952.53231,Sewage treated
CYP,Cyprus,total,Sanitation,2020,13.47184,166719.01757,Faecal sludge treated
CYP,Cyprus,urban,Sanitation,2020,8.6257,71328.89695,Faecal sludge treated
CYP,Cyprus,total,Sanitation,2020,13.47184,166719.01757,Disposed insitu
CYP,Cyprus,urban,Sanitation,2020,8.6257,71328.89695,Disposed insitu
CYP,Cyprus,total,Sanitation,2020,49.87548,617227.46757,Sewage treated
CYP,Cyprus,rural,Sanitation,2020,11.52786,47333.65579,Sewage treated
CYP,Cyprus,urban,Sanitation,2020,68.91643,569893.81362,Sewage treated
CZE,Czechia,total,Sanitation,2020,3.18685,335606.02661,Faecal sludge treated
CZE,Czechia,total,Sanitation,2020,3.19199,336147.3955,Disposed insitu
CZE,Czechia,total,Sanitation,2020,82.6473,8703547.89224,Sewage treated
DEU,Germany,total,Sanitation,2020,1.42513,1187543.91663,Faecal sludge treated
DEU,Germany,rural,Sanitation,2020,6.06661,1139806.59164,Faecal sludge treated
DEU,Germany,urban,Sanitation,2020,0.07396,47737.35475,Faecal sludge treated
DEU,Germany,total,Sanitation,2020,0.84656,705429.86422,Disposed insitu
DEU,Germany,rural,Sanitation,2020,3.49883,657366.19758,Disposed insitu
DEU,Germany,urban,Sanitation,2020,0.07447,48063.68355,Disposed insitu
DEU,Germany,total,Sanitation,2020,94.60436,78832855.95842,Sewage treated
DEU,Germany,rural,Sanitation,2020,81.828,15373998.68525,Sewage treated
DEU,Germany,urban,Sanitation,2020,98.32363,63458856.91415,Sewage treated
DJI,Djibouti,total,Sanitation,2020,0,0,Faecal sludge treated
DJI,Djibouti,rural,Sanitation,2020,0,0,Faecal sludge treated
DJI,Djibouti,urban,Sanitation,2020,0,0,Faecal sludge treated
DJI,Djibouti,total,Sanitation,2020,37.19555,405489.52889,Disposed insitu
DJI,Djibouti,rural,Sanitation,2020,20.92939,50054.40875,Disposed insitu
DJI,Djibouti,urban,Sanitation,2020,41.76688,355435.1213,Disposed insitu
DJI,Djibouti,total,Sanitation,2020,2.3299,25399.55514,Sewage treated
DJI,Djibouti,rural,Sanitation,2020,0,0,Sewage treated
DJI,Djibouti,urban,Sanitation,2020,2.98468,25399.55519,Sewage treated
DNK,Denmark,total,Sanitation,2020,1.11593,65010.12724,Faecal sludge treated
DNK,Denmark,total,Sanitation,2020,5.88876,343057.83758,Disposed insitu
DNK,Denmark,total,Sanitation,2020,91.63583,5338374.75033,Sewage treated
DOM,Dominican Republic,total,Sanitation,2020,0,0,Faecal sludge treated
DOM,Dominican Republic,rural,Sanitation,2020,0,0,Faecal sludge treated
DOM,Dominican Republic,urban,Sanitation,2020,0,0,Faecal sludge treated
DOM,Dominican Republic,total,Sanitation,2020,34.14987,3756371.32339,Disposed insitu
DOM,Dominican Republic,rural,Sanitation,2020,46.78117,898451.8109,Disposed insitu
DOM,Dominican Republic,urban,Sanitation,2020,31.47792,2857919.50623,Disposed insitu
DOM,Dominican Republic,total,Sanitation,2020,9.8502,1083489.36345,Sewage treated
DOM,Dominican Republic,rural,Sanitation,2020,1.87908,36088.57742,Sewage treated
DOM,Dominican Republic,urban,Sanitation,2020,11.53637,1047400.78096,Sewage treated
DZA,Algeria,total,Sanitation,2020,0.75239,326926.73847,Faecal sludge treated
DZA,Algeria,rural,Sanitation,2020,2.52998,288757.82428,Faecal sludge treated
DZA,Algeria,urban,Sanitation,2020,0.11914,38168.90949,Faecal sludge treated
DZA,Algeria,total,Sanitation,2020,3.68185,1599823.96118,Disposed insitu
DZA,Algeria,rural,Sanitation,2020,12.41645,1417145.58786,Disposed insitu
DZA,Algeria,urban,Sanitation,2020,0.57019,182678.3501,Disposed insitu
DZA,Algeria,total,Sanitation,2020,57.95987,25184529.6729,Sewage treated
DZA,Algeria,rural,Sanitation,2020,40.74066,4649913.87923,Sewage treated
DZA,Algeria,urban,Sanitation,2020,64.09413,20534616.46612,Sewage treated
ECU,Ecuador,total,Sanitation,2020,0.30377,53429.13351,Faecal sludge treated
ECU,Ecuador,rural,Sanitation,2020,0,0,Faecal sludge treated
ECU,Ecuador,urban,Sanitation,2020,0.47342,53429.13133,Faecal sludge treated
ECU,Ecuador,total,Sanitation,2020,25.23081,4437745.6924,Disposed insitu
